employee_id,first_name,last_name,email,phone,dept_id,job_title,salary,hire_date,birth_date,address,city,state,zip_code,is_manager,reports_to,emergency_contact,emergency_phone,termination_date,termination_reason
EMP00054,Chase,Walker,employee54@thegoods.com,(493)414-9392,1002.0,Clothing Department Lead,66448,2019-06-19,1969-06-01,47262 Hood Cove Apt. 916,Patriciaburgh,NV,88841,False,49.0,Vanessa Vincent,608.272.4036,,
EMP00055,Haley,Beck,employee55@thegoods.com,(940)964-6765x172,1002.0,Clothing Department Lead,66824,2017-07-17,2003-05-13,29123 Nguyen Isle Suite 441,Brendatown,AK,09984,False,49.0,Isabel Smith,+1-524-603-0922,,
EMP00056,Joseph,Turner,employee56@thegoods.com,(663)209-0669x5804,1002.0,Fashion Consultant,51194,2019-01-20,2003-10-06,4651 Ford Oval Apt. 300,New Wesley,WY,36913,False,49.0,Mary Buck,245-550-7429x828,,
EMP00057,Tammy,Sutton,employee57@thegoods.com,200-501-0568x977,1002.0,Men's Department Associate,46211,2023-02-20,2004-06-29,9644 Terri Drives Apt. 696,Lake Vincent,OK,64285,False,49.0,Jordan Li,448.459.6357,,
EMP00058,Elizabeth,Hardy,employee58@thegoods.com,326-205-7948x15758,1002.0,Clothing Department Lead,62707,2023-11-19,1961-02-24,4751 Jose Landing Suite 379,Williamton,VT,07974,False,49.0,Aaron Vega,(987)507-8961,,
EMP00059,Elizabeth,Short,employee59@thegoods.com,(509)415-5732x222,1002.0,Women's Department Associate,46704,2023-10-27,1978-09-23,75426 Gary Ridges,East Josephborough,ME,72896,False,49.0,Marc Todd,9617845672,,
EMP00060,Andrew,Mann,employee60@thegoods.com,001-539-548-4771x467,1002.0,Visual Merchandiser,43368,2021-04-12,1990-05-25,213 Williams Pike,Port Eric,KS,01960,False,49.0,Rebekah Hester,(794)374-3418x81576,,
EMP00061,Bruce,Davis,employee61@thegoods.com,(845)598-2194x1517,1002.0,Men's Department Associate,43313,2020-06-07,1984-01-01,908 Turner Branch,North James,MI,29589,False,49.0,Gary Munoz,(439)272-0560x064,,
EMP00062,Melissa,Abbott,employee62@thegoods.com,001-273-896-7071,1002.0,Fashion Consultant,49270,2022-04-17,1993-05-03,13032 Jason Shores,East Michael,ME,29832,False,49.0,Johnny Barr,536-456-0267x41216,,
EMP00063,Brandy,Reyes,employee63@thegoods.com,(523)897-2484,1002.0,Men's Department Associate,42716,2019-06-14,1994-03-03,960 Aguilar Prairie,North Michaelville,MI,83075,False,49.0,Joe Burton,7813653598,,
EMP00064,Dawn,Harris,employee64@thegoods.com,(409)628-3534,1002.0,Fitting Room Attendant,41645,2023-08-19,1990-02-19,15280 Jessica Mall Suite 861,Seanmouth,WY,77715,False,49.0,Susan Lowe,869-264-9289x638,,
EMP00065,Jennifer,Bennett,employee65@thegoods.com,001-693-600-5476x4249,1002.0,Fashion Consultant,50669,2018-04-08,1966-04-03,183 Matthew Corner,South Randall,VA,78363,False,49.0,Matthew White,829.272.1369x086,,
EMP00066,David,Morales,employee66@thegoods.com,265-501-2404,1002.0,Inventory Specialist,45312,2018-10-16,1974-06-03,6097 James Parks,Castilloborough,NC,50137,False,49.0,Dennis Nicholson,620-586-6478x635,,
EMP00067,Heather,Flynn,employee67@thegoods.com,(569)341-5354,1002.0,Fashion Consultant,47680,2017-07-21,1983-08-27,509 Rebecca Circles,Hancockstad,PW,81883,False,49.0,Carrie White,5846074938,,
EMP00068,Richard,Beard,employee68@thegoods.com,001-425-428-7440x29133,1002.0,Visual Merchandiser,41908,2024-07-19,1982-05-30,92191 Marsh Parkway,South Jonathanborough,MH,82507,False,49.0,Rachel Yang,(299)786-6318,,
EMP00069,John,Sweeney,employee69@thegoods.com,+1-576-390-4635x077,1002.0,Inventory Specialist,56975,2021-07-05,1985-09-21,377 Allen Keys Suite 095,Port James,GA,85038,False,49.0,Mark Wright,550.269.8443,,
EMP00070,Rachel,Porter,employee70@thegoods.com,727-880-6644,1002.0,Visual Merchandiser,43164,2018-09-23,1998-05-07,926 Espinoza Creek Apt. 701,New Jenniferchester,AR,52329,False,49.0,Tracey Lloyd DVM,001-670-455-4565x1541,,
EMP00071,Holly,Medina,employee71@thegoods.com,445-409-4138,1002.0,Women's Department Associate,41807,2024-10-25,1997-11-15,0101 Barbara Key,Lake Kevinport,VA,22870,False,49.0,Ashley Torres,880-581-0635x51972,2024-12-30,Contract ended
EMP00072,Lucas,Watson,employee72@thegoods.com,+1-624-776-8258,1002.0,Fashion Consultant,55805,2019-08-16,1987-09-21,05011 Smith Dam,Stoneshire,NE,62855,False,49.0,Johnny Figueroa,001-920-729-7637,,
EMP00073,Michael,Osborne,employee73@thegoods.com,+1-443-719-3667x116,1002.0,Men's Department Associate,40905,2020-03-21,1969-03-05,93862 Amanda Route,Lake Judy,TX,61702,False,49.0,Raymond Odom,927.351.3158x620,,
EMP00074,Melissa,Armstrong,employee74@thegoods.com,577-685-4079x453,1002.0,Visual Merchandiser,46049,2025-03-30,1963-07-05,64628 Williams Ports,Bryantberg,VA,01305,False,49.0,Peter Baker,705-950-3750x1605,,
EMP00075,Joshua,Castillo,employee75@thegoods.com,712.837.2873x576,1002.0,Clothing Sales Associate,41300,2023-05-31,1971-08-06,3999 Christine Haven Suite 177,Natashaville,NE,69465,False,49.0,Douglas Ramirez,001-296-615-1600,,
EMP00076,James,Doyle,employee76@thegoods.com,851.200.6707,1002.0,Fashion Consultant,58196,2019-09-19,1971-04-07,3007 Juan Lake Apt. 742,East Amandabury,ID,08254,False,49.0,Elizabeth Clarke,201.280.8753x74126,,
EMP00077,Tara,Henderson,employee77@thegoods.com,001-474-658-6189x4206,1002.0,Clothing Sales Associate,45885,2024-11-14,1985-03-03,202 Michael Fields Suite 552,North Lee,AS,71054,False,49.0,Joseph Hall,(751)657-1619,,
EMP00078,Edward,Harper,employee78@thegoods.com,001-344-618-5071x13835,1002.0,Clothing Sales Associate,38802,2020-09-21,1980-05-17,7658 Herrera Stream Suite 476,North Ronald,OK,30813,False,49.0,Tammie Chan,(573)470-2197x6174,,
EMP00079,Kevin,Hardin,employee79@thegoods.com,422.255.1458x8501,1002.0,Inventory Specialist,53611,2023-10-14,1988-10-17,02639 Alexander Walks,New Brandimouth,VA,31041,False,49.0,Denise Sherman,940.339.0607,,
EMP00080,Sharon,Murray,employee80@thegoods.com,+1-470-634-5058x820,1002.0,Men's Department Associate,42470,2024-09-05,1971-07-18,943 Roberts Drive Suite 779,North Kyle,SD,17681,False,49.0,Frank Romero,832.413.0193,,
EMP00081,Steven,Thompson,employee81@thegoods.com,961-419-4361x47562,1002.0,Women's Department Associate,48735,2018-07-15,1971-04-22,18444 Greene Hills Apt. 563,Tracychester,OH,84911,False,49.0,Ashley Poole,210.286.9654x065,,
EMP00082,Mitchell,Ramsey,employee82@thegoods.com,001-714-307-7142x10543,1002.0,Men's Department Associate,48036,2018-08-10,1968-08-15,349 Graves Ports,Port Eric,CT,08183,False,49.0,Kimberly Williams,485.385.9919x289,,
EMP00083,Steven,Osborn,employee83@thegoods.com,001-860-438-3478,1002.0,Clothing Department Lead,65781,2023-09-09,1979-02-05,61501 Smith Bridge Apt. 509,Lake Victorfurt,CA,13146,False,49.0,Sarah Smith,567.903.4700x826,,
EMP00084,Emily,Gibbs,employee84@thegoods.com,(522)550-7476x2198,1002.0,Clothing Department Lead,67383,2024-12-27,1995-02-21,301 Hunter Glens Suite 071,West Timothy,DE,14048,False,49.0,David Vincent,5343287567,,
EMP00085,Katie,Martinez,employee85@thegoods.com,(760)827-9126x1540,1002.0,Clothing Department Lead,59026,2023-04-15,1988-05-04,39348 Brian Gardens,West Danielle,IL,75751,False,49.0,Mark Collins,(721)965-9811,,
EMP00086,Karla,Campos,employee86@thegoods.com,467.289.5379,1003.0,Home Goods Manager,88738,2021-08-26,1976-07-15,682 Boyd Park,New Trevor,IL,09379,True,7.0,Garrett Robertson,(350)484-3421,,
EMP00087,Amy,Waller,employee87@thegoods.com,(988)229-1454,1003.0,Home Department Lead,68417,2018-03-14,1990-05-28,3321 Malik Squares Suite 432,Kellyborough,WA,80423,False,86.0,Anthony Owens,+1-810-950-8989x4081,,
EMP00088,Sarah,Werner,employee88@thegoods.com,(693)551-0738x5153,1003.0,Kitchenware Specialist,48444,2018-09-23,1976-10-15,415 Barry Avenue Suite 617,Michaelchester,ID,64555,False,86.0,Amanda Meyer,251-830-0634,,
EMP00089,Colin,Koch,employee89@thegoods.com,001-392-762-3618,1003.0,Home Decor Consultant,51529,2023-11-03,1980-07-08,6423 Moreno Parkway Suite 079,Lake Cynthiaport,NH,49532,False,86.0,Craig Patton,001-433-650-1232x90011,,
EMP00090,Joshua,Soto,employee90@thegoods.com,(282)721-2151x108,1003.0,Home Decor Consultant,53672,2022-05-11,2003-11-19,5935 Wall Station Suite 008,West Emmaberg,MH,84723,False,86.0,Robin Long,(789)421-7447x0749,,
EMP00091,Catherine,Montgomery,employee91@thegoods.com,+1-698-397-6391x60076,1003.0,Kitchenware Specialist,47011,2018-07-21,1992-09-14,870 Michael River Suite 063,Kennethchester,NV,69413,False,86.0,Mrs. Allison Torres,(775)298-1863x2433,,
EMP00092,Sarah,Petty,employee92@thegoods.com,812-774-8162,1003.0,Interior Design Consultant,54130,2025-02-13,1967-10-09,6605 Dustin Row,New Stevenview,MO,49618,False,86.0,Christine Mccoy,(356)990-2876,,
EMP00093,Robert,Medina,employee93@thegoods.com,689.210.2087,1003.0,Home Department Lead,63823,2025-04-10,1967-11-07,5003 Chelsey Place,Stephenside,GA,42030,False,86.0,Sharon Lopez,565.920.7748x60256,,
EMP00094,Stephanie,Davis,employee94@thegoods.com,001-769-909-7273x285,1003.0,Home Department Lead,60711,2024-01-28,1995-09-04,8408 Martin View Apt. 861,South Dylan,WY,01350,False,86.0,John Hicks,001-299-667-2824x19786,,
EMP00095,Amber,Dixon,employee95@thegoods.com,+1-625-398-6724x195,1003.0,Interior Design Consultant,49087,2018-10-16,1989-06-11,76269 Ford Extensions Apt. 576,Martinmouth,MH,09157,False,86.0,Thomas Obrien,531.343.0995x32189,,
EMP00096,Wendy,Lutz,employee96@thegoods.com,505.286.5483,1003.0,Home Department Lead,68242,2024-06-02,1979-11-08,174 Michael Corner,Hansonmouth,TN,54414,False,86.0,Thomas Wells,001-575-624-0975x86139,,
EMP00097,Jordan,Ortega,employee97@thegoods.com,(500)244-1850x060,1003.0,Kitchenware Specialist,58661,2024-11-08,2005-10-05,63486 Marcus Meadow Suite 887,West Lorraine,MH,82916,False,86.0,James Buckley,984.213.7078,,
EMP00098,Donna,Hoover,employee98@thegoods.com,001-314-911-8260x60682,1003.0,Kitchenware Specialist,48860,2019-04-10,1989-02-27,6705 Salinas Extension Apt. 500,North Susanland,NC,86213,False,86.0,Todd Barker,(901)219-9068,,
EMP00099,Catherine,Aguilar,employee99@thegoods.com,623-226-6345x6450,1003.0,Home Department Lead,58814,2023-06-11,1993-03-16,59220 Bryan Forks Suite 207,Valenzuelabury,MA,74930,False,86.0,Jacob Mcfarland,+1-883-470-1577x4416,,
EMP00100,Isabel,Acosta,employee100@thegoods.com,448.847.1693x61756,1003.0,Furniture Specialist,47180,2018-05-18,1985-02-10,1550 Cynthia Isle,Smithport,TX,02642,False,86.0,Karina Lopez,375.591.1286,,
EMP00101,Monica,Black,employee101@thegoods.com,+1-755-670-1601x619,1003.0,Kitchenware Specialist,53565,2018-05-26,2004-11-04,352 Young Bridge Suite 206,Cindyshire,OR,42973,False,86.0,Diana Hill,+1-409-395-8928,2022-12-09,Contract ended
EMP00102,Meredith,Riley,employee102@thegoods.com,+1-563-508-3977x2518,1003.0,Furniture Specialist,59987,2023-10-27,1986-05-09,49102 Walker Plains Suite 493,Kennethshire,RI,85261,False,86.0,Mr. Scott Roberts,388.922.3409,,
EMP00103,Wayne,Benson,employee103@thegoods.com,974-838-2678x28275,1003.0,Home Goods Associate,48926,2017-09-16,1984-08-12,9810 Martinez Fort,West Samuelburgh,OR,82419,False,86.0,William Mason,001-734-658-7236x3628,,
EMP00104,Laura,Gardner,employee104@thegoods.com,845-275-8738,1003.0,Interior Design Consultant,49740,2024-08-05,1977-01-21,5115 Kelly Via Apt. 871,Lake Benjaminborough,AL,07353,False,86.0,Matthew Mathews,951.572.8632x4948,,
EMP00105,Katherine,Johnson,employee105@thegoods.com,+1-302-998-4558x28146,1003.0,Home Decor Consultant,57779,2020-11-01,2001-05-23,0189 Jason Point,Deleonberg,DE,64002,False,86.0,Melissa Sanchez,9696668844,,
EMP00106,Christopher,Lee,employee106@thegoods.com,(420)962-4807,1003.0,Furniture Specialist,45942,2022-04-27,1973-02-01,569 Melissa Tunnel Apt. 874,Port Keith,VI,07345,False,86.0,Erin Martin,2905508345,,
EMP00107,Shannon,Hall,employee107@thegoods.com,3929692526,1003.0,Home Department Lead,57522,2024-04-15,1977-04-10,1882 Sarah Parkways Suite 002,Port Jeffland,IL,79502,False,86.0,Rachel Clark,498.974.4512,,
EMP00108,Gloria,Smith,employee108@thegoods.com,286.960.7644x207,1003.0,Interior Design Consultant,51690,2020-10-21,1982-12-03,599 Jennifer Gateway,East Amyshire,NY,41958,False,86.0,Jordan Jordan,+1-605-842-3112x62574,,
EMP00109,Troy,Hughes,employee109@thegoods.com,450-757-5194x34254,1003.0,Home Department Lead,58032,2020-08-27,1991-05-21,115 Leon Greens Suite 504,Starkstad,IL,34040,False,86.0,Glenda Pena,(988)603-2602,,
EMP00110,Andrew,Morris,employee110@thegoods.com,+1-968-873-3520x188,1003.0,Home Goods Associate,45364,2023-08-22,2000-12-08,97630 Madeline Manors,Pittsstad,IA,48303,False,86.0,Mary Jones DVM,001-685-879-1721,,
EMP00111,Franklin,Young,employee111@thegoods.com,001-955-515-1093x466,1003.0,Home Department Lead,67140,2021-11-24,1961-10-14,8081 Jessica Trail,Port Travis,KY,56936,False,86.0,Bobby Martinez,(966)531-1084x855,,
EMP00112,Gina,Humphrey,employee112@thegoods.com,881.824.0147,1003.0,Home Decor Consultant,57677,2024-05-01,1987-05-28,8461 Mendez Burg Apt. 452,Douglasville,NH,87472,False,86.0,Adam Lopez,313-287-5093,,
EMP00113,Jennifer,Huang,employee113@thegoods.com,835.859.9717x7721,1003.0,Home Department Lead,62260,2023-04-25,2006-05-10,62595 Susan Lake,Shawnfort,DC,70506,False,86.0,Megan Shaw,+1-537-925-9561x689,,
EMP00114,Andre,Torres,employee114@thegoods.com,702-970-3646,1003.0,Interior Design Consultant,56488,2022-10-20,1978-07-18,2723 Cabrera Inlet,West Kevin,NJ,73311,False,86.0,Amy Flores,(907)648-6993x58839,,
EMP00115,Daniel,Pugh,employee115@thegoods.com,+1-366-459-1444x50323,1003.0,Home Goods Associate,46728,2021-01-08,1972-01-25,2742 Wagner Cove,Kristenfurt,MD,39796,False,86.0,Michael Hernandez,437.620.4168x9394,,
EMP00116,Morgan,Fitzpatrick,employee116@thegoods.com,489-600-6067x0876,1003.0,Kitchenware Specialist,45743,2018-05-25,1960-12-03,330 Emily Falls,Robinsonhaven,MD,20579,False,86.0,Lindsay Thompson,970-926-7218x25715,,
EMP00117,David,Castillo,employee117@thegoods.com,563.897.8690,1003.0,Kitchenware Specialist,52173,2019-04-20,1965-01-11,96822 Tanya Loop Apt. 957,South Amyborough,AL,07214,False,86.0,Alyssa Richardson,941-758-9689x7482,,
